transaction_date,product_id,product_category,product_type,product_detail,store_id,store_location,total_qty_sold,avg_unit_price,total_sales_value,cost_of_sales,gross_profit,gross_profit_pct
2023-02-11,40,Coffee,Barista Espresso,Cappuccino,5,Lower Manhattan,2,3.75,7.5,4.5,3,40
2023-02-11,83,Branded,Housewares,I Need My Bean! Latte cup,3,Astoria,3,14,42,25.2,16.8,40
2023-02-11,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,8,Hell's Kitchen,6,3.75,22.5,13.5,9,40
2023-02-11,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3,Astoria,6,3.1,18.6,11.16,7.44,40
2023-02-11,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,3,Astoria,3,2.45,7.35,4.41,2.94,40
2023-02-11,75,Bakery,Pastry,Croissant,5,Lower Manhattan,2,3.5,7,4.2,2.8,40
2023-02-11,63,Flavours,Regular syrup,Carmel syrup,5,Lower Manhattan,2,0.8,1.6,0.96,0.64,40
2023-02-11,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,3,Astoria,1,2.5,2.5,1.5,1,40
2023-02-11,78,Bakery,Scone,Scottish Cream Scone ,3,Astoria,1,4.5,4.5,2.7,1.8,40
2023-02-11,63,Flavours,Regular syrup,Carmel syrup,3,Astoria,3,0.8,2.4,1.44,0.96,40
2023-02-11,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,8,Hell's Kitchen,1,2,2,1.2,0.8,40
2023-02-12,27,Coffee,Organic brewed coffee,Brazilian Lg,5,Lower Manhattan,6,3.5,21,12.6,8.4,40
2023-02-12,73,Bakery,Pastry,Almond Croissant,5,Lower Manhattan,7,3.75,26.25,15.75,10.5,40
2023-02-12,59,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,8,Hell's Kitchen,8,4.5,36,21.6,14.4,40
2023-02-12,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3,Astoria,11,3.75,41.25,24.75,16.5,40
2023-02-12,27,Coffee,Organic brewed coffee,Brazilian Lg,3,Astoria,10,3.5,35,21,14,40
2023-02-12,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,3,Astoria,4,2.55,10.2,6.12,4.08,40
2023-02-12,5,Coffee beans,Gourmet Beans,Columbian Medium Roast,8,Hell's Kitchen,1,15,15,9,6,40
2023-02-12,17,Loose Tea,Chai tea,Morning Sunrise Chai,3,Astoria,1,9.5,9.5,5.7,3.8,40
2023-02-12,47,Tea,Brewed Green tea,Serenity Green Tea Lg,5,Lower Manhattan,1,3,3,1.8,1.2,40
2023-02-12,65,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,3,Astoria,2,0.8,1.6,0.96,0.64,40
2023-02-13,43,Tea,Brewed herbal tea,Lemon Grass Lg,3,Astoria,4,3,12,7.2,4.8,40
2023-02-13,71,Bakery,Pastry,Chocolate Croissant,5,Lower Manhattan,5,3.75,18.75,11.25,7.5,40
2023-02-13,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,3,Astoria,8,2,16,9.6,6.4,40
2023-02-13,27,Coffee,Organic brewed coffee,Brazilian Lg,3,Astoria,13,3.5,45.5,27.3,18.2,40
2023-02-13,18,Loose Tea,Chai tea,Spicy Eye Opener Chai,8,Hell's Kitchen,1,10.95,10.95,6.57,4.38,40
2023-02-13,75,Bakery,Pastry,Croissant,5,Lower Manhattan,7,3.5,24.5,14.7,9.8,40
2023-02-13,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,8,Hell's Kitchen,11,2.5,27.5,16.5,11,40
2023-02-13,49,Tea,Brewed Black tea,English Breakfast Lg,8,Hell's Kitchen,3,3,9,5.4,3.6,40
2023-02-13,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,8,Hell's Kitchen,8,2.5,20,12,8,40
2023-02-13,20,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,5,Lower Manhattan,1,7.6,7.6,4.56,3.04,40
2023-02-13,41,Coffee,Barista Espresso,Cappuccino Lg,8,Hell's Kitchen,3,4.25,12.75,7.65,5.1,40
2023-02-14,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,5,Lower Manhattan,3,3.75,11.25,6.75,4.5,40
2023-02-14,70,Bakery,Scone,Cranberry Scone,8,Hell's Kitchen,8,3.25,26,15.6,10.4,40
2023-02-14,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,8,Hell's Kitchen,6,4.75,28.5,17.1,11.4,40
2023-02-14,13,Loose Tea,Black tea,English Breakfast,8,Hell's Kitchen,1,8.95,8.95,5.37,3.58,40
2023-02-14,41,Coffee,Barista Espresso,Cappuccino Lg,3,Astoria,5,4.25,21.25,12.75,8.5,40
2023-02-14,40,Coffee,Barista Espresso,Cappuccino,5,Lower Manhattan,4,3.75,15,9,6,40
2023-02-14,20,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,3,Astoria,1,7.6,7.6,4.56,3.04,40
2023-02-14,64,Flavours,Regular syrup,Hazelnut syrup,8,Hell's Kitchen,10,0.8,8,4.8,3.2,40
2023-02-14,43,Tea,Brewed herbal tea,Lemon Grass Lg,3,Astoria,6,3,18,10.8,7.2,40
2023-02-14,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,3,Astoria,5,2.5,12.5,7.5,5,40
2023-02-14,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,3,Astoria,6,2.55,15.3,9.18,6.12,40
2023-02-14,71,Bakery,Pastry,Chocolate Croissant,3,Astoria,2,3.75,7.5,4.5,3,40
2023-02-14,59,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,5,Lower Manhattan,1,4.5,4.5,2.7,1.8,40
2023-02-15,42,Tea,Brewed herbal tea,Lemon Grass Rg,3,Astoria,7,2.5,17.5,10.5,7,40
2023-02-15,64,Flavours,Regular syrup,Hazelnut syrup,3,Astoria,9,0.8,7.2,4.32,2.88,40
2023-02-15,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3,Astoria,4,3,12,7.2,4.8,40
2023-02-15,65,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,3,Astoria,4,0.8,3.2,1.92,1.28,40
2023-02-15,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,8,Hell's Kitchen,4,2.55,10.2,6.12,4.08,40
2023-02-15,75,Bakery,Pastry,Croissant,8,Hell's Kitchen,3,3.5,10.5,6.3,4.2,40
2023-02-15,46,Tea,Brewed Green tea,Serenity Green Tea Rg,8,Hell's Kitchen,10,2.5,25,15,10,40
2023-02-15,72,Bakery,Scone,Ginger Scone,8,Hell's Kitchen,5,3.25,16.25,9.75,6.5,40
2023-02-15,82,Branded,Housewares,I Need My Bean! Diner mug,5,Lower Manhattan,3,12,36,21.6,14.4,40
2023-02-15,47,Tea,Brewed Green tea,Serenity Green Tea Lg,3,Astoria,6,3,18,10.8,7.2,40
2023-02-15,74,Bakery,Biscotti,Ginger Biscotti,3,Astoria,3,3.5,10.5,6.3,4.2,40
2023-02-16,5,Coffee beans,Gourmet Beans,Columbian Medium Roast,8,Hell's Kitchen,1,15,15,9,6,40
2023-02-16,50,Tea,Brewed Black tea,Earl Grey Rg,8,Hell's Kitchen,11,2.5,27.5,16.5,11,40
2023-02-16,75,Bakery,Pastry,Croissant,8,Hell's Kitchen,5,3.5,17.5,10.5,7,40
2023-02-16,26,Coffee,Organic brewed coffee,Brazilian Rg,3,Astoria,5,3,15,9,6,40
2023-02-16,42,Tea,Brewed herbal tea,Lemon Grass Rg,8,Hell's Kitchen,5,2.5,12.5,7.5,5,40
2023-02-16,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5,Lower Manhattan,3,2.55,7.65,4.59,3.06,40
2023-02-16,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,3,Astoria,3,2.5,7.5,4.5,3,40
2023-02-16,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,5,Lower Manhattan,6,4.75,28.5,17.1,11.4,40
2023-02-16,3,Coffee beans,Espresso Beans,Espresso Roast,5,Lower Manhattan,1,14.75,14.75,8.85,5.9,40
2023-02-16,45,Tea,Brewed herbal tea,Peppermint Lg,8,Hell's Kitchen,4,3,12,7.2,4.8,40
2023-02-16,41,Coffee,Barista Espresso,Cappuccino Lg,8,Hell's Kitchen,2,4.25,8.5,5.1,3.4,40
2023-02-16,73,Bakery,Pastry,Almond Croissant,8,Hell's Kitchen,1,3.75,3.75,2.25,1.5,40
2023-02-16,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,8,Hell's Kitchen,1,2,2,1.2,0.8,40
2023-02-17,50,Tea,Brewed Black tea,Earl Grey Rg,8,Hell's Kitchen,3,2.5,7.5,4.5,3,40
2023-02-17,26,Coffee,Organic brewed coffee,Brazilian Rg,5,Lower Manhattan,7,3,21,12.6,8.4,40
2023-02-17,46,Tea,Brewed Green tea,Serenity Green Tea Rg,3,Astoria,8,2.5,20,12,8,40
2023-02-17,63,Flavours,Regular syrup,Carmel syrup,3,Astoria,3,0.8,2.4,1.44,0.96,40
2023-02-17,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,3,Astoria,5,2.55,12.75,7.65,5.1,40
2023-02-17,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,5,Lower Manhattan,7,4,28,16.8,11.2,40
2023-02-17,70,Bakery,Scone,Cranberry Scone,3,Astoria,2,3.25,6.5,3.9,2.6,40
2023-02-17,59,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,5,Lower Manhattan,6,4.5,27,16.2,10.8,40
2023-02-17,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,5,Lower Manhattan,2,3.75,7.5,4.5,3,40
2023-02-18,78,Bakery,Scone,Scottish Cream Scone ,8,Hell's Kitchen,1,4.5,4.5,2.7,1.8,40
2023-02-18,51,Tea,Brewed Black tea,Earl Grey Lg,8,Hell's Kitchen,3,3,9,5.4,3.6,40
2023-02-18,59,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,8,Hell's Kitchen,11,4.5,49.5,29.7,19.8,40
2023-02-18,48,Tea,Brewed Black tea,English Breakfast Rg,5,Lower Manhattan,2,2.5,5,3,2,40
2023-02-18,33,Coffee,Gourmet brewed coffee,Ethiopia Lg,8,Hell's Kitchen,6,3.5,21,12.6,8.4,40
2023-02-18,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,8,Hell's Kitchen,5,2.5,12.5,7.5,5,40
2023-02-18,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,5,Lower Manhattan,2,4.75,9.5,5.7,3.8,40
2023-02-18,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5,Lower Manhattan,5,2.5,12.5,7.5,5,40
2023-02-18,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,8,Hell's Kitchen,5,3,15,9,6,40
2023-02-18,13,Loose Tea,Black tea,English Breakfast,8,Hell's Kitchen,1,8.95,8.95,5.37,3.58,40
2023-02-18,65,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,8,Hell's Kitchen,1,0.8,0.8,0.48,0.32,40
2023-02-18,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,5,Lower Manhattan,1,2.2,2.2,1.32,0.88,40
2023-02-18,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,8,Hell's Kitchen,4,3.1,12.4,7.44,4.96,40
2023-02-19,38,Coffee,Barista Espresso,Latte,3,Astoria,3,3.75,11.25,6.75,4.5,40
2023-02-19,51,Tea,Brewed Black tea,Earl Grey Lg,8,Hell's Kitchen,5,3,15,9,6,40
2023-02-19,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,3,Astoria,7,2.55,17.85,10.71,7.14,40
2023-02-19,87,Coffee,Barista Espresso,Ouro Brasileiro shot,5,Lower Manhattan,9,3,27,16.2,10.8,40
2023-02-19,70,Bakery,Scone,Cranberry Scone,3,Astoria,4,3.25,13,7.8,5.2,40
2023-02-19,59,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,8,Hell's Kitchen,6,4.5,27,16.2,10.8,40
2023-02-19,84,Flavours,Regular syrup,Chocolate syrup,5,Lower Manhattan,8,0.8,6.4,3.84,2.56,40
2023-02-19,47,Tea,Brewed Green tea,Serenity Green Tea Lg,5,Lower Manhattan,3,3,9,5.4,3.6,40
2023-02-19,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3,Astoria,2,3,6,3.6,2.4,40
2023-02-19,50,Tea,Brewed Black tea,Earl Grey Rg,5,Lower Manhattan,1,2.5,2.5,1.5,1,40
2023-02-20,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,5,Lower Manhattan,4,3.1,12.4,7.44,4.96,40
2023-02-20,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5,Lower Manhattan,6,2.5,15,9,6,40
2023-02-20,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5,Lower Manhattan,1,2.5,2.5,1.5,1,40
2023-02-20,64,Flavours,Regular syrup,Hazelnut syrup,5,Lower Manhattan,4,0.8,3.2,1.92,1.28,40
2023-02-20,64,Flavours,Regular syrup,Hazelnut syrup,8,Hell's Kitchen,7,0.8,5.6,3.36,2.24,40
2023-02-20,25,Coffee,Organic brewed coffee,Brazilian Sm,8,Hell's Kitchen,7,2.2,15.4,9.24,6.16,40
2023-02-20,71,Bakery,Pastry,Chocolate Croissant,3,Astoria,2,3.75,7.5,4.5,3,40
2023-02-20,33,Coffee,Gourmet brewed coffee,Ethiopia Lg,3,Astoria,7,3.5,24.5,14.7,9.8,40
2023-02-20,45,Tea,Brewed herbal tea,Peppermint Lg,3,Astoria,8,3,24,14.4,9.6,40
2023-02-20,48,Tea,Brewed Black tea,English Breakfast Rg,8,Hell's Kitchen,10,2.5,25,15,10,40
2023-02-20,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,3,Astoria,2,3,6,3.6,2.4,40
2023-02-20,65,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,8,Hell's Kitchen,5,0.8,4,2.4,1.6,40
2023-02-20,71,Bakery,Pastry,Chocolate Croissant,5,Lower Manhattan,1,3.75,3.75,2.25,1.5,40
2023-02-20,43,Tea,Brewed herbal tea,Lemon Grass Lg,5,Lower Manhattan,2,3,6,3.6,2.4,40
2023-02-20,79,Bakery,Scone,Jumbo Savory Scone,8,Hell's Kitchen,2,3.75,7.5,4.5,3,40
2023-02-21,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,8,Hell's Kitchen,5,3.1,15.5,9.3,6.2,40
2023-02-21,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,3,Astoria,3,2,6,3.6,2.4,40
2023-02-21,46,Tea,Brewed Green tea,Serenity Green Tea Rg,8,Hell's Kitchen,9,2.5,22.5,13.5,9,40
2023-02-21,43,Tea,Brewed herbal tea,Lemon Grass Lg,3,Astoria,2,3,6,3.6,2.4,40
2023-02-21,27,Coffee,Organic brewed coffee,Brazilian Lg,3,Astoria,2,3.5,7,4.2,2.8,40
2023-02-21,78,Bakery,Scone,Scottish Cream Scone ,5,Lower Manhattan,1,4.5,4.5,2.7,1.8,40
2023-02-21,70,Bakery,Scone,Cranberry Scone,8,Hell's Kitchen,1,3.25,3.25,1.95,1.3,40
2023-02-22,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,5,Lower Manhattan,7,2.2,15.4,9.24,6.16,40
2023-02-22,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,5,Lower Manhattan,6,2,12,7.2,4.8,40
2023-02-22,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5,Lower Manhattan,10,2.55,25.5,15.3,10.2,40
2023-02-22,70,Bakery,Scone,Cranberry Scone,8,Hell's Kitchen,3,3.25,9.75,5.85,3.9,40
2023-02-22,45,Tea,Brewed herbal tea,Peppermint Lg,8,Hell's Kitchen,7,3,21,12.6,8.4,40
2023-02-22,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5,Lower Manhattan,3,2.5,7.5,4.5,3,40
2023-02-23,25,Coffee,Organic brewed coffee,Brazilian Sm,5,Lower Manhattan,1,2.2,2.2,1.32,0.88,40
2023-02-23,49,Tea,Brewed Black tea,English Breakfast Lg,8,Hell's Kitchen,2,3,6,3.6,2.4,40
2023-02-23,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,8,Hell's Kitchen,5,3.75,18.75,11.25,7.5,40
2023-02-23,76,Bakery,Biscotti,Chocolate Chip Biscotti,5,Lower Manhattan,1,3.5,3.5,2.1,1.4,40
2023-02-23,37,Coffee,Barista Espresso,Espresso shot,8,Hell's Kitchen,2,3,6,3.6,2.4,40
2023-02-23,50,Tea,Brewed Black tea,Earl Grey Rg,5,Lower Manhattan,11,2.5,27.5,16.5,11,40
2023-02-23,84,Flavours,Regular syrup,Chocolate syrup,5,Lower Manhattan,5,0.8,4,2.4,1.6,40
2023-02-23,75,Bakery,Pastry,Croissant,8,Hell's Kitchen,3,3.5,10.5,6.3,4.2,40
2023-02-23,41,Coffee,Barista Espresso,Cappuccino Lg,8,Hell's Kitchen,3,4.25,12.75,7.65,5.1,40
2023-02-23,25,Coffee,Organic brewed coffee,Brazilian Sm,8,Hell's Kitchen,3,2.2,6.6,3.96,2.64,40
2023-02-23,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,8,Hell's Kitchen,4,3.1,12.4,7.44,4.96,40
2023-02-23,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,8,Hell's Kitchen,1,3.1,3.1,1.86,1.24,40
2023-02-24,33,Coffee,Gourmet brewed coffee,Ethiopia Lg,3,Astoria,18,3.5,63,37.8,25.2,40
2023-02-24,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,3,Astoria,4,3,12,7.2,4.8,40
2023-02-24,70,Bakery,Scone,Cranberry Scone,5,Lower Manhattan,5,3.25,16.25,9.75,6.5,40
2023-02-24,46,Tea,Brewed Green tea,Serenity Green Tea Rg,3,Astoria,1,2.5,2.5,1.5,1,40
2023-02-24,25,Coffee,Organic brewed coffee,Brazilian Sm,8,Hell's Kitchen,9,2.2,19.8,11.88,7.92,40
2023-02-24,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5,Lower Manhattan,7,2.5,17.5,10.5,7,40
2023-02-24,76,Bakery,Biscotti,Chocolate Chip Biscotti,3,Astoria,2,3.5,7,4.2,2.8,40
2023-02-24,27,Coffee,Organic brewed coffee,Brazilian Lg,8,Hell's Kitchen,3,3.5,10.5,6.3,4.2,40
2023-02-24,10,Coffee beans,Green beans,Guatemalan Sustainably Grown,5,Lower Manhattan,1,10,10,6,4,40
2023-02-24,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3,Astoria,11,3,33,19.8,13.2,40
2023-02-24,49,Tea,Brewed Black tea,English Breakfast Lg,3,Astoria,9,3,27,16.2,10.8,40
2023-02-24,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,3,Astoria,4,4,16,9.6,6.4,40
2023-02-25,69,Bakery,Biscotti,Hazelnut Biscotti,5,Lower Manhattan,4,3.25,13,7.8,5.2,40
2023-02-25,46,Tea,Brewed Green tea,Serenity Green Tea Rg,8,Hell's Kitchen,7,2.5,17.5,10.5,7,40
2023-02-25,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,8,Hell's Kitchen,6,2.5,15,9,6,40
2023-02-25,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5,Lower Manhattan,7,2.5,17.5,10.5,7,40
2023-02-25,37,Coffee,Barista Espresso,Espresso shot,8,Hell's Kitchen,4,3,12,7.2,4.8,40
2023-02-25,63,Flavours,Regular syrup,Carmel syrup,8,Hell's Kitchen,1,0.8,0.8,0.48,0.32,40
2023-02-25,77,Bakery,Scone,Oatmeal Scone,8,Hell's Kitchen,1,3,3,1.8,1.2,40
2023-02-25,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8,Hell's Kitchen,5,4,20,12,8,40
2023-02-25,51,Tea,Brewed Black tea,Earl Grey Lg,5,Lower Manhattan,1,3,3,1.8,1.2,40
2023-02-25,79,Bakery,Scone,Jumbo Savory Scone,3,Astoria,4,3.75,15,9,6,40
2023-02-25,78,Bakery,Scone,Scottish Cream Scone ,8,Hell's Kitchen,2,4.5,9,5.4,3.6,40
2023-02-25,42,Tea,Brewed herbal tea,Lemon Grass Rg,8,Hell's Kitchen,2,2.5,5,3,2,40
2023-02-26,75,Bakery,Pastry,Croissant,5,Lower Manhattan,2,3.5,7,4.2,2.8,40
2023-02-26,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5,Lower Manhattan,5,2.5,12.5,7.5,5,40
2023-02-26,43,Tea,Brewed herbal tea,Lemon Grass Lg,8,Hell's Kitchen,4,3,12,7.2,4.8,40
2023-02-26,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,8,Hell's Kitchen,8,2.5,20,12,8,40
2023-02-26,51,Tea,Brewed Black tea,Earl Grey Lg,5,Lower Manhattan,10,3,30,18,12,40
2023-02-26,48,Tea,Brewed Black tea,English Breakfast Rg,5,Lower Manhattan,6,2.5,15,9,6,40
2023-02-26,46,Tea,Brewed Green tea,Serenity Green Tea Rg,3,Astoria,3,2.5,7.5,4.5,3,40
2023-02-26,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,5,Lower Manhattan,6,4.75,28.5,17.1,11.4,40
2023-02-26,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3,Astoria,6,3,18,10.8,7.2,40
2023-02-26,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,3,Astoria,15,2,30,18,12,40
2023-02-26,40,Coffee,Barista Espresso,Cappuccino,8,Hell's Kitchen,5,3.75,18.75,11.25,7.5,40
2023-02-26,37,Coffee,Barista Espresso,Espresso shot,8,Hell's Kitchen,7,3,21,12.6,8.4,40
2023-02-26,70,Bakery,Scone,Cranberry Scone,3,Astoria,3,3.25,9.75,5.85,3.9,40
2023-02-26,44,Tea,Brewed herbal tea,Peppermint Rg,3,Astoria,9,2.5,22.5,13.5,9,40
2023-02-26,2,Coffee beans,House blend Beans,Our Old Time Diner Blend,8,Hell's Kitchen,1,18,18,10.8,7.2,40
2023-02-26,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,5,Lower Manhattan,2,4,8,4.8,3.2,40
2023-02-27,48,Tea,Brewed Black tea,English Breakfast Rg,3,Astoria,12,2.5,30,18,12,40
2023-02-27,44,Tea,Brewed herbal tea,Peppermint Rg,3,Astoria,11,2.5,27.5,16.5,11,40
2023-02-27,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5,Lower Manhattan,10,2.5,25,15,10,40
2023-02-27,74,Bakery,Biscotti,Ginger Biscotti,3,Astoria,2,3.5,7,4.2,2.8,40
2023-02-27,73,Bakery,Pastry,Almond Croissant,5,Lower Manhattan,7,3.75,26.25,15.75,10.5,40
2023-02-27,25,Coffee,Organic brewed coffee,Brazilian Sm,3,Astoria,5,2.2,11,6.6,4.4,40
2023-02-27,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,8,Hell's Kitchen,7,2.5,17.5,10.5,7,40
2023-02-27,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,3,Astoria,4,2,8,4.8,3.2,40
2023-02-27,45,Tea,Brewed herbal tea,Peppermint Lg,3,Astoria,6,3,18,10.8,7.2,40
2023-02-28,87,Coffee,Barista Espresso,Ouro Brasileiro shot,5,Lower Manhattan,15,2.55,37.8,22.68,15.12,40
2023-02-28,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,5,Lower Manhattan,7,3.75,26.25,15.75,10.5,40
2023-02-28,38,Coffee,Barista Espresso,Latte,3,Astoria,8,3.75,30,18,12,40
2023-02-28,33,Coffee,Gourmet brewed coffee,Ethiopia Lg,5,Lower Manhattan,7,3.5,24.5,14.7,9.8,40
2023-02-28,42,Tea,Brewed herbal tea,Lemon Grass Rg,5,Lower Manhattan,2,2.5,5,3,2,40
2023-02-28,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,8,Hell's Kitchen,3,3,9,5.4,3.6,40
2023-02-28,43,Tea,Brewed herbal tea,Lemon Grass Lg,8,Hell's Kitchen,3,3,9,5.4,3.6,40
2023-02-28,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5,Lower Manhattan,5,2.5,12.5,7.5,5,40
2023-02-28,49,Tea,Brewed Black tea,English Breakfast Lg,5,Lower Manhattan,4,3,12,7.2,4.8,40
2023-02-28,76,Bakery,Biscotti,Chocolate Chip Biscotti,8,Hell's Kitchen,2,3.5,7,4.2,2.8,40
2023-02-28,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3,Astoria,2,3.1,6.2,3.72,2.48,40
2023-03-01,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,3,Astoria,5,2.5,12.5,7.5,5,40
2023-03-01,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,3,Astoria,5,2,10,6,4,40
2023-03-01,72,Bakery,Scone,Ginger Scone,5,Lower Manhattan,1,3.25,3.25,1.95,1.3,40
2023-03-02,33,Coffee,Gourmet brewed coffee,Ethiopia Lg,5,Lower Manhattan,10,3.5,35,21,14,40
2023-03-02,43,Tea,Brewed herbal tea,Lemon Grass Lg,5,Lower Manhattan,4,3,12,7.2,4.8,40
2023-03-02,25,Coffee,Organic brewed coffee,Brazilian Sm,8,Hell's Kitchen,8,2.2,17.6,10.56,7.04,40
2023-03-02,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8,Hell's Kitchen,10,4,40,24,16,40
2023-03-02,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,8,Hell's Kitchen,10,2.5,25,15,10,40
2023-03-02,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,3,Astoria,7,4,28,16.8,11.2,40
2023-03-02,45,Tea,Brewed herbal tea,Peppermint Lg,5,Lower Manhattan,1,3,3,1.8,1.2,40
2023-03-02,46,Tea,Brewed Green tea,Serenity Green Tea Rg,5,Lower Manhattan,1,2.5,2.5,1.5,1,40
2023-03-03,78,Bakery,Scone,Scottish Cream Scone ,5,Lower Manhattan,2,4.5,9,5.4,3.6,40
2023-03-03,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,5,Lower Manhattan,13,3.1,40.3,24.18,16.12,40
2023-03-03,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,5,Lower Manhattan,10,2,20,12,8,40
2023-03-03,45,Tea,Brewed herbal tea,Peppermint Lg,8,Hell's Kitchen,5,3,15,9,6,40
2023-03-03,42,Tea,Brewed herbal tea,Lemon Grass Rg,3,Astoria,15,2.5,37.5,22.5,15,40
2023-03-03,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,3,Astoria,9,2.45,22.05,13.23,8.82,40
2023-03-03,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,8,Hell's Kitchen,7,3,21,12.6,8.4,40
2023-03-04,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5,Lower Manhattan,5,2.55,12.75,7.65,5.1,40
2023-03-04,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,5,Lower Manhattan,12,3.75,45,27,18,40
2023-03-04,33,Coffee,Gourmet brewed coffee,Ethiopia Lg,8,Hell's Kitchen,9,3.5,31.5,18.9,12.6,40
2023-03-04,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,8,Hell's Kitchen,10,3.75,37.5,22.5,15,40
2023-03-04,72,Bakery,Scone,Ginger Scone,5,Lower Manhattan,2,3.25,6.5,3.9,2.6,40
